// 0, timestamp (usec), accels (m/s^2), gyros (rad/s), vidCap (s), synchronized
// 1, fm1_timestamp, fm2_timestamp, C_2_1, r_1_2_1, CoV, do_pose_update
// 2, jumpToXYZ (bool), X (m), Y (m), Z (m), jumpToYaw (bool), yaw (rad)
// 3, fm2_timestamp (usec), C_b_n, r_n_b, CoV, do_abs_pose_update
0, 269986139, -0.074783, 9.780601, 0.334277, -0.004140, 0.001823, -0.005122, 0.000000, 1
0, 269987140, -0.077174, 9.787821, 0.367736, -0.004143, -0.000310, -0.002983, 0.000000, 1
0, 269988136, -0.050879, 9.811802, 0.377306, -0.005216, -0.000314, -0.001916, 0.000000, 1
1, 269910692, 269944015, 0.999999999968444, -0.000007570801712, -0.000002407127766, 0.000007570797139, 0.999999999969537, -0.000001899593730, 0.000002407142148, 0.000001899575506, 0.999999999995299, 0.000013300839812, -0.000017698174343, -0.000010464118794, 0.000001043306838, -0.000000021446647, -0.000000009001496, 0.000000022000128, 0.000000611205527, -0.000004572684877, -0.000000021446647, 0.000000189851065, -0.000000054623150, -0.000000270638993, -0.000000015255853, 0.000000093589435, -0.000000009001496, -0.000000054623150, 0.000001758751182, 0.000006439975463, 0.000000070521026, -0.000000035684214, 0.000000022000128, -0.000000270638993, 0.000006439975463, 0.000025200262070, 0.000000294297785, -0.000000389766216, 0.000000611205527, -0.000000015255853, 0.000000070521026, 0.000000294297785, 0.000003826400280, -0.000002585939169, -0.000004572684877, 0.000000093589435, -0.000000035684214, -0.000000389766216, -0.000002585939169, 0.000021964246750, 1
0, 269989135, -0.029366, 9.804677, 0.362975, -0.006288, -0.000318, -0.000848, 0.000000, 1
0, 269990133, -0.024585, 9.783160, 0.341467, -0.005217, 0.001823, -0.000850, 0.000000, 1
0, 269991132, -0.026975, 9.785544, 0.343856, -0.004146, 0.002896, -0.000850, 0.000000, 1
0, 269992130, -0.043708, 9.811833, 0.382089, -0.004146, 0.001828, -0.000849, 0.000000, 1
0, 269993130, -0.058050, 9.847592, 0.372524, -0.005216, 0.001822, -0.001918, 0.000000, 1
0, 269994132, -0.058050, 9.835604, 0.346233, -0.004142, 0.000756, -0.004053, 0.000000, 1
0, 269995126, -0.053270, 9.806996, 0.365355, -0.003072, -0.000305, -0.002983, 0.000000, 1
0, 269996141, -0.058050, 9.799839, 0.377303, -0.000929, -0.000296, -0.004050, 0.000000, 1
0, 269997154, -0.072393, 9.797424, 0.386858, 0.000142, -0.001358, -0.004048, 0.000000, 1
0, 269998122, -0.067612, 9.799791, 0.367740, -0.000927, -0.001365, -0.005117, 0.000000, 1
0, 269999121, -0.074783, 9.799724, 0.343837, -0.000929, 0.000772, -0.004051, 0.000000, 1
0, 270000119, -0.065222, 9.785465, 0.365351, -0.000932, 0.001842, -0.001915, 0.000000, 1
0, 270001125, -0.070002, 9.783063, 0.365349, -0.002004, 0.000770, -0.000847, 0.000000, 1
0, 270002116, -0.096297, 9.785355, 0.358168, -0.003074, 0.000764, -0.001916, 0.000000, 1
0, 270003115, -0.074783, 9.790225, 0.372517, -0.003074, 0.000764, -0.001916, 0.000000, 1
0, 270004114, -0.038927, 9.787963, 0.379701, -0.002003, 0.001837, -0.001916, 0.000000, 1
0, 270005112, -0.034146, 9.766461, 0.367753, -0.003071, 0.000762, -0.004052, 0.000000, 1
0, 270006111, -0.055660, 9.756829, 0.360574, -0.004140, -0.000312, -0.005120, 0.000000, 1
0, 270007109, -0.050879, 9.759233, 0.360576, -0.004140, -0.001380, -0.005119, 0.000000, 1
0, 270008108, -0.036537, 9.771222, 0.362972, -0.005211, -0.001385, -0.005119, 270010579.000000, 1
0, 270009107, -0.062831, 9.792628, 0.360572, -0.004143, -0.000310, -0.002983, 0.000000, 1
0, 270010105, -0.084345, 9.811653, 0.353393, -0.003071, 0.000762, -0.004052, 0.000000, 1
0, 270011104, -0.089126, 9.811615, 0.341441, -0.003072, 0.001830, -0.002985, 0.000000, 1
0, 270012102, -0.089126, 9.811562, 0.312761, -0.003072, 0.000763, -0.002984, 0.000000, 1
0, 270013101, -0.084345, 9.804447, 0.331883, -0.003074, -0.000304, -0.001915, 0.000000, 1
0, 270014103, -0.091516, 9.806859, 0.355780, -0.003074, 0.000764, -0.001916, 0.000000, 1
0, 270015099, -0.093906, 9.811609, 0.346219, -0.003072, 0.000763, -0.002984, 0.000000, 1
0, 270016097, -0.089126, 9.787766, 0.358171, -0.003072, 0.000763, -0.002984, 0.000000, 1
0, 270017110, -0.079564, 9.783047, 0.372515, -0.003072, -0.000305, -0.002983, 0.000000, 1
0, 270018094, -0.096297, 9.794930, 0.370118, -0.003072, 0.000763, -0.002984, 0.000000, 1
0, 270019093, -0.108249, 9.780577, 0.377284, -0.003072, 0.001830, -0.002985, 0.000000, 1
0, 270020091, -0.067612, 9.792623, 0.365350, -0.003072, 0.001830, -0.002985, 0.000000, 1
0, 270021099, -0.050879, 9.838017, 0.348626, -0.002001, 0.000768, -0.002983, 0.000000, 1
0, 270022100, -0.055660, 9.833240, 0.355794, -0.003072, 0.000763, -0.002984, 0.000000, 1
0, 270023092, -0.065222, 9.809347, 0.365351, -0.004143, 0.000758, -0.002984, 0.000000, 1
0, 270024092, -0.103468, 9.802032, 0.348605, -0.004142, 0.001824, -0.004054, 0.000000, 1
1, 269944015, 269977326, 0.999999998630821, -0.000040893144791, 0.000032651332456, 0.000040893548161, 0.999999999087557, -0.000012353283591, -0.000032650827262, 0.000012354618803, 0.999999999390643, 0.000130187526345, 0.000013827133924, -0.000059832036495, 0.000001026747555, -0.000000028938816, -0.000000021066576, 0.000000006435798, 0.000000514630519, -0.000004527492914, -0.000000028938816, 0.000000191476730, -0.000000030467458, -0.000000168194674, -0.000000015295629, 0.000000134516376, -0.000000021066576, -0.000000030467458, 0.000001736709919, 0.000006312605459, 0.000000004117076, -0.000000029011971, 0.000000006435798, -0.000000168194674, 0.000006312605459, 0.000024609260559, 0.000000075982459, -0.000000504254699, 0.000000514630519, -0.000000015295629, 0.000000004117076, 0.000000075982459, 0.000003777544498, -0.000002216442823, -0.000004527492914, 0.000000134516376, -0.000000029011971, -0.000000504254699, -0.000002216442823, 0.000021970773697, 1
0, 270025096, -0.105858, 9.792422, 0.322314, -0.003071, 0.000762, -0.004052, 0.000000, 1
0, 270026083, -0.089126, 9.794876, 0.329491, -0.000929, 0.000772, -0.004051, 0.000000, 1
0, 270027096, -0.103468, 9.809205, 0.353385, -0.000930, 0.001841, -0.002984, 0.000000, 1
0, 270028080, -0.074783, 9.809335, 0.374907, -0.002001, 0.001836, -0.002984, 0.000000, 1
0, 270029079, -0.084345, 9.818866, 0.379683, -0.003074, 0.000764, -0.001916, 0.000000, 1
0, 270030078, -0.113030, 9.809206, 0.370112, -0.004143, 0.000758, -0.002984, 0.000000, 1
0, 270031076, -0.089126, 9.794961, 0.374901, -0.004142, 0.000756, -0.004053, 0.000000, 1
0, 270032075, -0.089126, 9.783021, 0.374901, -0.004140, -0.000312, -0.005120, 0.000000, 1
0, 270033073, -0.096297, 9.771080, 0.386848, -0.004140, 0.000755, -0.005121, 0.000000, 1
0, 270034072, -0.096297, 9.794966, 0.389238, -0.003072, 0.001830, -0.002985, 0.000000, 1
0, 270035071, -0.098687, 9.797311, 0.370117, -0.004145, 0.002894, -0.001918, 0.000000, 1
0, 270036070, -0.105858, 9.790088, 0.350994, -0.005216, 0.002889, -0.001919, 0.000000, 1
0, 270037068, -0.110639, 9.792417, 0.327092, -0.005216, 0.001822, -0.001918, 0.000000, 1
0, 270038067, -0.115420, 9.792438, 0.346211, -0.005216, 0.000754, -0.001917, 0.000000, 1
